id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513526,775553051,Premier Football Circuit Slow Sim,,Patriots,NE,New England,AFC,13,AFC East,0,21,Pats,0,79,795456,13111342,YoungAntSavage7,1,0,2,2025,766115840,2,0,2,279200000,79460000,199740000,1183,20,1003,32,2186,30,770703360,1,AFC East,0,1,2,0,1,-24,1693,1,518,23,2211,1,27,18,0,0,25,21,17,9,0,1,3,0,3,Patriots,79,-9,5,1,0.50,,,,
1513528,775553052,Premier Football Circuit Slow Sim,,Raiders,LV,Las Vegas,AFC,14,AFC West,0,22,Raiders,5,79,10923696,0,99861f57b6c570ca,2,0,1,2025,766115840,1,0,2,279200000,37860000,241340000,1241,23,512,8,1753,16,770703363,0,AFC West,0,1,0,0,2,40,954,25,961,4,1915,9,13,5,1,0,21,29,7,5,0,1,2,0,3,Raiders,79,7,5,2,0.60,,,,
1513545,775553053,Premier Football Circuit Slow Sim,,Rams,LAR,Los Angeles,NFC,13,NFC West,0,23,Rams,1,85,13716,16765184,kikis12337,1,0,1,2025,767557632,2,0,0,279200000,22240000,256960000,890,3,609,15,1499,4,770703367,1,NFC West,0,0,3,0,0,-25,1166,12,585,17,1751,16,17,27,0,0,22,17,30,16,0,1,4,0,1,Rams,85,-2,5,253,0.20,,,,
1513516,775553054,Premier Football Circuit Slow Sim,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,0,87,2364255,0,BillyMcDugal86,2,0,0,2025,766115840,2,0,2,279200000,30590000,248610000,1320,29,428,4,1748,15,770703361,0,AFC North,0,1,0,0,3,1,1047,17,570,18,1617,24,18,14,1,0,22,22,8,7,0,1,2,0,3,Ravens,87,2,5,1,0.60,,,,
1513538,775553055,Premier Football Circuit Slow Sim,,Saints,NO,New Orleans,NFC,18,NFC South,0,26,Saints,5,77,13876365,0,Th3AlphaTTV,1,0,1,2025,767557632,3,0,1,279200000,8460000,270740000,1356,32,847,28,2203,31,770703366,0,NFC South,0,0,3,0,1,-17,1072,16,834,6,1906,10,29,12,0,0,26,23,26,11,0,1,4,0,2,Saints,77,1,5,255,0.33,,,,
1513546,775553056,Premier Football Circuit Slow Sim,,Seahawks,SEA,Seattle,NFC,20,NFC West,0,27,Seahawks,5,81,5426,6929960,XDM_Dvrkkninja88,2,0,0,2025,767557632,1,0,3,279200000,46240000,232960000,1025,11,506,7,1531,5,770703367,1,NFC West,0,1,0,0,3,8,950,26,714,10,1664,21,11,13,1,0,20,22,6,5,0,1,2,0,3,Seahawks,81,-4,5,1,0.60,,,,
1513517,775553057,Premier Football Circuit Slow Sim,,Steelers,PIT,Pittsburgh,AFC,13,AFC North,0,28,Steelers,1,82,15641886,0,PhoenixRising026,1,0,1,2025,766115840,1,0,1,279200000,29910000,249290000,811,2,555,12,1366,2,770703361,0,AFC North,0,0,0,0,2,37,1004,22,530,21,1534,27,19,2,1,0,22,31,5,3,0,1,1,0,3,Steelers,82,1,5,3,0.75,,,,
1513522,775553058,Premier Football Circuit Slow Sim,,Texans,HOU,Houston,AFC,17,AFC South,0,31,Texans,5,83,135192,15401000,One_Blanket83,2,0,1,2025,766115840,2,0,1,279200000,42980000,236220000,1122,15,632,18,1754,18,770703362,1,AFC South,0,1,1,0,1,-5,1268,6,539,20,1807,13,25,11,0,0,24,23,23,13,0,1,3,0,2,Texans,83,-1,5,255,0.40,,,,
1513521,775553059,Premier Football Circuit Slow Sim,,Titans,TEN,Tennessee,AFC,17,AFC South,0,29,Titans,0,79,4494802,5426,barryblasto,3,0,0,2025,766115840,3,0,0,279200000,29160000,250040000,973,8,592,14,1565,8,770703362,2,AFC South,0,0,2,0,0,-71,810,31,339,32,1149,32,26,32,0,0,24,10,32,16,0,1,5,0,0,Titans,79,-6,5,251,0.00,,,,
1513534,775553060,Premier Football Circuit Slow Sim,,Vikings,MIN,Minnesota,NFC,18,NFC North,0,30,Vikes,6,86,5187203,16762415,Sir_Pondskum,1,0,2,2025,767557632,0,0,2,279200000,36790000,242410000,1175,19,578,13,1753,17,770703365,0,NFC North,0,1,1,0,1,1,1003,23,605,15,1608,25,14,17,1,0,21,21,10,3,0,1,2,0,3,Vikings,86,4,5,1,0.60,,,,
