id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513523,775553036,Premier Football Circuit Slow Sim,,Colts,IND,Indianapolis,AFC,11,AFC South,0,9,Colts,1,85,78697,16777215,CodSnips4dayz,0,0,2,2025,766115840,1,0,3,279200000,23030000,256170000,1142,13,713,18,1855,12,770703362,0,AFC South,0,1,2,0,2,48,1520,5,730,12,2250,4,10,3,1,0,20,28,6,2,0,1,2,0,4,Colts,85,2,6,254,0.67,,,,
1513543,775553037,Premier Football Circuit Slow Sim,,Commanders,WAS,Washington,NFC,12,NFC East,0,25,Commanders,2,83,5903380,16758290,mossbornhydra,3,0,0,2025,767557632,3,0,1,279200000,21430000,257770000,1411,26,812,24,2223,29,770703364,1,NFC East,0,0,1,0,2,-54,1431,9,628,18,2059,12,30,26,0,0,28,19,27,13,0,1,4,0,2,Commanders,83,-2,6,1,0.33,,,,
1513540,775553038,Premier Football Circuit Slow Sim,,Cowboys,DAL,Dallas,NFC,12,NFC East,0,10,Cowboys,0,83,798338,11581372,TeddyBrosevelt21,2,0,2,2025,767557632,3,0,2,279200000,51630000,227570000,1353,22,891,29,2244,30,770703364,2,NFC East,0,0,1,0,1,-14,1362,11,562,24,1924,18,13,27,0,0,21,18,19,9,0,1,3,0,3,Cowboys,83,3,6,255,0.50,,,,
1513524,775553039,Premier Football Circuit Slow Sim,,Dolphins,MIA,Miami,AFC,11,AFC East,0,11,Phins,2,81,36503,16534530,VadaUK,1,1,1,2025,766115840,3,1,1,279200000,130000,279070000,1200,16,747,21,1947,17,770703360,1,AFC East,1,1,2,0,1,6,729,32,1088,2,1817,22,11,20,0,0,20,21,20,11,0,1,3,1,2,Dolphins,81,4,6,255,0.42,,,,
1513541,775553040,Premier Football Circuit Slow Sim,,Eagles,PHI,Philadelphia,NFC,19,NFC East,0,12,Eagles,10,87,18513,10660525,YorFriendMarcus,0,0,3,2025,767557632,0,0,4,279200000,15880000,263320000,1282,18,634,10,1916,14,770703364,0,NFC East,0,2,0,0,3,85,1143,19,1059,3,2202,6,4,2,1,0,17,31,3,2,0,1,0,0,6,Eagles,87,4,6,6,1.00,,,,
1513536,775553041,Premier Football Circuit Slow Sim,,Falcons,ATL,Atlanta,NFC,13,NFC South,0,13,Falcons,0,82,10685741,0,ScringusKhan,2,0,0,2025,767557632,2,0,2,279200000,3730000,275470000,1317,19,396,1,1713,4,770703366,1,NFC South,0,1,0,0,3,2,873,31,891,7,1764,25,14,15,1,0,21,22,11,4,0,1,2,0,3,Falcons,82,5,6,2,0.60,,,,
1513542,775553043,Premier Football Circuit Slow Sim,,Giants,NYG,New York,NFC,11,NFC East,0,15,G-Men,5,81,74578,10685741,rainyDay0_0,1,0,2,2025,767557632,2,0,2,279200000,19120000,260080000,1083,6,766,22,1849,11,770703364,1,NFC East,0,2,3,0,0,-54,1155,18,514,28,1669,29,23,30,0,0,24,15,23,12,0,1,4,0,2,Giants,81,0,6,252,0.33,,,,
1513520,775553045,Premier Football Circuit Slow Sim,,Jaguars,JAX,Jacksonville,AFC,12,AFC South,0,16,Jags,0,81,25974,0,PokemonX9322,2,0,0,2025,766115840,1,0,2,279200000,28850000,250350000,1348,21,745,20,2093,24,770703362,0,AFC South,0,1,1,0,3,-20,1073,22,678,16,1751,26,19,25,0,0,22,19,17,9,0,1,3,0,3,Jaguars,81,-4,6,255,0.50,,,,
1513525,775553046,Premier Football Circuit Slow Sim,,Jets,NYJ,New York,AFC,19,AFC East,0,17,Jets,0,81,1136448,16777215,Chrisduke890,2,0,0,2025,766115840,3,0,1,279200000,33250000,245950000,1341,20,875,28,2216,28,770703360,2,AFC East,0,0,3,0,1,-48,1001,29,1178,1,2179,7,32,14,0,0,30,22,30,15,0,1,5,0,1,Jets,81,-8,6,251,0.17,,,,
1513532,775553047,Premier Football Circuit Slow Sim,,Lions,DET,Detroit,NFC,13,NFC North,0,18,Lions,0,86,30390,11581372,Strxnge ISO,1,0,3,2025,767557632,1,0,1,279200000,44920000,234280000,1495,29,596,7,2091,23,770703365,1,NFC North,0,1,1,0,1,11,1684,3,447,31,2131,10,5,24,1,0,17,19,8,3,0,1,2,0,4,Lions,86,-1,6,3,0.67,,,,
1513533,775553049,Premier Football Circuit Slow Sim,,Packers,GB,Green Bay,NFC,13,NFC North,0,19,Pack,0,86,1846565,15641886,TonelessS2E1,2,0,0,2025,767557632,2,0,1,279200000,46610000,232590000,890,1,634,11,1524,1,770703365,1,NFC North,0,0,1,0,2,15,1104,21,620,19,1724,28,6,19,0,0,18,21,21,10,0,1,3,0,2,Packers,86,-4,6,1,0.40,,,,
1513537,775553050,Premier Football Circuit Slow Sim,,Panthers,CAR,Carolina,NFC,11,NFC South,0,20,Panthers,10,79,34255,11711675,Keegan_Cwater,2,0,1,2025,767557632,1,0,2,279200000,49010000,230190000,1117,10,866,27,1983,20,770703366,0,NFC South,0,1,1,0,2,-32,1263,14,573,23,1836,21,7,31,0,0,19,14,13,8,0,1,3,0,3,Panthers,79,3,6,1,0.50,,,,
1513526,775553051,Premier Football Circuit Slow Sim,,Patriots,NE,New England,AFC,13,AFC East,0,21,Pats,0,79,795456,13111342,YoungAntSavage7,1,0,2,2025,766115840,2,0,2,279200000,79460000,199740000,1183,15,1003,31,2186,26,770703360,1,AFC East,0,1,2,0,1,-24,1693,2,518,27,2211,5,27,18,0,0,25,21,18,10,0,1,3,0,3,Patriots,79,-9,6,1,0.50,,,,
1513528,775553052,Premier Football Circuit Slow Sim,,Raiders,LV,Las Vegas,AFC,14,AFC West,0,22,Raiders,3,80,10923696,0,99861f57b6c570ca,2,0,1,2025,766115840,2,0,2,279200000,36270000,242930000,1455,27,605,8,2060,22,770703363,0,AFC West,0,1,1,0,2,30,1110,20,1036,4,2146,8,15,5,1,0,21,26,14,6,0,1,3,0,3,Raiders,80,8,6,255,0.50,,,,
1513545,775553053,Premier Football Circuit Slow Sim,,Rams,LAR,Los Angeles,NFC,13,NFC West,0,23,Rams,1,85,13716,16765184,kikis12337,2,0,1,2025,767557632,2,0,0,279200000,22240000,256960000,1091,8,831,25,1922,16,770703367,1,NFC West,0,0,3,0,0,-32,1466,7,679,15,2145,9,24,23,0,0,24,19,31,16,0,1,5,0,1,Rams,85,1,6,252,0.17,,,,
1513516,775553054,Premier Football Circuit Slow Sim,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,0,87,2364255,0,BillyMcDugal86,2,0,0,2025,766115840,2,0,2,279200000,30590000,248610000,1620,32,522,4,2142,25,770703361,0,AFC North,0,1,0,0,4,8,1248,15,792,11,2040,14,22,8,1,0,23,24,7,3,0,1,2,0,4,Ravens,87,-1,6,2,0.67,,,,
1513538,775553055,Premier Football Circuit Slow Sim,,Saints,NO,New Orleans,NFC,18,NFC South,0,26,Saints,5,77,13876365,0,Th3AlphaTTV,1,0,1,2025,767557632,3,0,1,279200000,8460000,270740000,1356,23,847,26,2203,27,770703366,0,NFC South,0,0,3,0,1,-17,1072,23,834,8,1906,19,29,11,0,0,26,23,26,11,0,1,4,0,2,Saints,77,1,6,255,0.33,,,,
1513546,775553056,Premier Football Circuit Slow Sim,,Seahawks,SEA,Seattle,NFC,20,NFC West,0,27,Seahawks,5,81,5426,6929960,XDM_Dvrkkninja88,2,0,1,2025,767557632,1,0,3,279200000,46240000,232960000,1086,7,664,12,1750,5,770703367,1,NFC West,0,1,0,0,3,13,1048,25,938,5,1986,17,12,13,1,0,20,22,4,5,0,1,2,0,4,Seahawks,81,-5,6,2,0.67,,,,
1513517,775553057,Premier Football Circuit Slow Sim,,Steelers,PIT,Pittsburgh,AFC,13,AFC North,0,28,Steelers,1,82,15641886,0,PhoenixRising026,1,0,1,2025,766115840,2,0,1,279200000,29910000,249290000,935,3,743,19,1678,3,770703361,1,AFC North,0,0,1,0,2,23,1199,17,597,22,1796,24,20,4,1,0,22,27,9,5,0,1,2,0,3,Steelers,82,4,6,255,0.60,,,,
1513522,775553058,Premier Football Circuit Slow Sim,,Texans,HOU,Houston,AFC,17,AFC South,0,31,Texans,5,83,135192,15401000,One_Blanket83,2,0,1,2025,766115840,2,0,1,279200000,42980000,236220000,1122,11,632,9,1754,7,770703362,1,AFC South,0,1,1,0,1,-5,1268,13,539,26,1807,23,25,10,0,0,24,23,22,12,0,1,3,0,2,Texans,83,-1,6,255,0.40,,,,
1513521,775553059,Premier Football Circuit Slow Sim,,Titans,TEN,Tennessee,AFC,17,AFC South,0,29,Titans,0,79,4494802,5426,barryblasto,3,0,1,2025,766115840,3,0,1,279200000,29160000,250040000,1129,12,667,13,1796,8,770703362,2,AFC South,0,0,2,0,0,-61,1024,26,432,32,1456,32,21,32,0,0,22,12,32,16,0,1,5,0,1,Titans,79,-7,6,1,0.17,,,,
1513534,775553060,Premier Football Circuit Slow Sim,,Vikings,MIN,Minnesota,NFC,18,NFC North,0,30,Vikes,6,86,5187203,16762415,Sir_Pondskum,1,0,2,2025,767557632,0,0,2,279200000,36790000,242410000,1175,14,578,6,1753,6,770703365,0,NFC North,0,1,1,0,1,1,1003,28,605,20,1608,30,16,17,1,0,21,21,10,7,0,1,2,0,3,Vikings,86,4,6,1,0.60,,,,
