id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513523,775553036,Premier Football Circuit Slow Sim,,Colts,IND,Indianapolis,AFC,11,AFC South,0,9,Colts,2,85,78697,16777215,CodSnips4dayz,0,0,0,2025,766115840,0,0,2,279200000,16680000,262520000,265,3,245,21,510,3,770703362,0,AFC South,0,0,0,0,2,41,504,6,333,6,837,2,3,2,1,0,14,34,3,2,0,1,0,0,2,Colts,85,1,2,2,1.00,,,,
1513543,775553037,Premier Football Circuit Slow Sim,,Commanders,WAS,Washington,NFC,19,NFC East,0,25,Commanders,2,82,5903380,16758290,mossbornhydra,1,0,0,2025,767557632,2,0,0,279200000,21430000,257770000,623,32,236,15,859,30,770703364,1,NFC East,0,0,1,0,0,-42,413,19,243,15,656,17,32,23,0,0,39,18,31,16,0,1,2,0,0,Commanders,82,-1,2,254,0.00,,,,
1513540,775553038,Premier Football Circuit Slow Sim,,Cowboys,DAL,Dallas,NFC,12,NFC East,0,10,Cowboys,0,83,798338,11581372,TeddyBrosevelt21,1,0,0,2025,767557632,2,0,0,279200000,51630000,227570000,516,25,350,28,866,31,770703364,2,NFC East,0,0,1,0,0,-19,420,18,230,16,650,19,29,21,0,0,29,19,26,13,0,1,2,0,0,Cowboys,83,-1,2,254,0.00,,,,
1513524,775553039,Premier Football Circuit Slow Sim,,Dolphins,MIA,Miami,AFC,11,AFC East,0,11,Phins,2,81,36503,16534530,VadaUK,1,0,0,2025,766115840,2,0,0,279200000,40000,279160000,524,28,244,19,768,27,770703360,1,AFC East,0,0,1,0,0,-20,287,29,308,7,595,26,27,26,0,0,27,17,27,14,0,1,2,0,0,Dolphins,81,0,2,254,0.00,,,,
1513541,775553040,Premier Football Circuit Slow Sim,,Eagles,PHI,Philadelphia,NFC,19,NFC East,0,12,Eagles,10,87,18513,10660525,YorFriendMarcus,0,0,1,2025,767557632,0,0,1,279200000,18500000,260700000,389,11,266,22,655,16,770703364,0,NFC East,0,1,0,0,1,21,404,22,411,3,815,4,4,10,1,0,14,25,7,5,0,1,0,0,2,Eagles,87,2,2,2,1.00,,,,
1513536,775553041,Premier Football Circuit Slow Sim,,Falcons,ATL,Atlanta,NFC,13,NFC South,0,13,Falcons,0,82,10685741,0,ScringusKhan,1,0,0,2025,767557632,1,0,1,279200000,3730000,275470000,552,29,192,9,744,25,770703366,0,NFC South,0,1,0,0,1,0,459,13,334,5,793,8,23,9,1,0,25,25,11,4,0,1,1,0,1,Falcons,82,2,2,255,0.50,,,,
1513542,775553043,Premier Football Circuit Slow Sim,,Giants,NYG,New York,NFC,11,NFC East,0,15,G-Men,0,81,74578,10685741,rainyDay0_0,0,0,2,2025,767557632,0,0,2,279200000,19120000,260080000,427,18,214,11,641,13,770703364,0,NFC East,0,2,0,0,0,24,653,1,155,27,808,5,16,3,1,0,21,33,6,3,0,1,0,0,2,Giants,81,3,2,2,1.00,,,,
1513520,775553045,Premier Football Circuit Slow Sim,,Jaguars,JAX,Jacksonville,AFC,12,AFC South,0,16,Jags,0,81,25974,0,PokemonX9322,1,0,0,2025,766115840,1,0,0,279200000,28850000,250350000,418,15,244,20,662,17,770703362,0,AFC South,0,0,0,0,1,-5,298,28,170,25,468,30,5,30,0,0,14,12,25,13,0,1,1,0,1,Jaguars,81,-1,2,255,0.50,,,,
1513525,775553046,Premier Football Circuit Slow Sim,,Jets,NYJ,New York,AFC,19,AFC East,0,17,Jets,0,81,1136448,16777215,Chrisduke890,0,0,0,2025,766115840,1,0,1,279200000,33250000,245950000,555,30,129,3,684,24,770703360,1,AFC East,0,0,1,0,1,-6,231,31,375,4,606,24,24,14,1,0,26,23,12,6,0,1,1,0,1,Jets,81,1,2,255,0.50,,,,
1513532,775553047,Premier Football Circuit Slow Sim,,Lions,DET,Detroit,NFC,13,NFC North,0,18,Lions,0,86,30390,11581372,,0,0,1,2025,767557632,1,0,1,279200000,44920000,234280000,390,12,240,17,630,10,770703365,1,NFC North,0,1,1,0,0,-4,473,8,169,26,642,22,10,29,0,0,16,14,16,8,0,1,1,0,1,Lions,86,-1,2,255,0.50,,,,
1513533,775553049,Premier Football Circuit Slow Sim,,Packers,GB,Green Bay,NFC,13,NFC North,0,19,Pack,0,85,1846565,15641886,TonelessS2E1,0,0,0,2025,767557632,1,0,1,279200000,45970000,233230000,381,9,243,18,624,9,770703365,1,NFC North,0,0,1,0,1,16,472,9,278,9,750,9,7,13,0,0,15,23,17,9,0,1,1,0,1,Packers,85,-1,2,1,0.50,,,,
1513537,775553050,Premier Football Circuit Slow Sim,,Panthers,CAR,Carolina,NFC,11,NFC South,0,20,Panthers,10,79,34255,11711675,Keegan_Cwater,2,0,0,2025,767557632,1,0,0,279200000,49010000,230190000,277,5,398,32,675,20,770703366,0,NFC South,0,0,0,0,0,-25,411,20,253,13,664,15,21,31,0,0,24,11,29,14,0,1,2,0,0,Panthers,79,0,2,254,0.00,,,,
1513526,775553051,Premier Football Circuit Slow Sim,,Patriots,NE,New England,AFC,13,AFC East,0,21,Pats,0,79,795456,13111342,YoungAntSavage7,0,0,1,2025,766115840,0,0,2,279200000,80840000,198360000,265,4,379,30,644,14,770703360,0,AFC East,0,1,0,0,1,12,381,23,205,20,586,27,1,22,1,0,12,18,4,5,0,1,0,0,2,Patriots,79,-2,2,2,1.00,,,,
1513528,775553052,Premier Football Circuit Slow Sim,,Raiders,LV,Las Vegas,AFC,14,AFC West,0,22,Raiders,5,78,10923696,0,99861f57b6c570ca,1,0,0,2025,766115840,1,0,1,279200000,40010000,239190000,423,16,226,14,649,15,770703363,0,AFC West,0,1,0,0,1,12,309,27,489,1,798,7,17,5,1,0,22,28,9,3,0,1,1,0,1,Raiders,78,2,2,1,0.50,,,,
1513545,775553053,Premier Football Circuit Slow Sim,,Rams,LAR,Los Angeles,NFC,13,NFC West,0,23,Rams,1,85,13716,16765184,kikis12337,0,0,1,2025,767557632,0,0,0,279200000,15570000,263630000,426,17,180,7,606,7,770703367,0,NFC West,0,0,1,0,0,9,364,24,298,8,662,16,8,20,0,0,15,19,24,12,0,1,1,0,1,Rams,85,1,2,1,0.50,,,,
1513516,775553054,Premier Football Circuit Slow Sim,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,0,86,2364255,0,BillyMcDugal86,1,0,0,2025,766115840,1,0,1,279200000,30590000,248610000,519,27,159,4,678,22,770703361,0,AFC North,0,1,0,0,1,1,448,17,206,19,654,18,14,19,1,0,20,20,10,4,0,1,1,0,1,Ravens,86,0,2,1,0.50,,,,
1513538,775553055,Premier Football Circuit Slow Sim,,Saints,NO,New Orleans,NFC,18,NFC South,0,26,Saints,2,76,13876365,0,Th3AlphaTTV,0,0,0,2025,767557632,2,0,0,279200000,8460000,270740000,562,31,318,27,880,32,770703366,0,NFC South,0,0,2,0,0,-28,547,3,144,28,691,14,31,12,0,0,37,23,30,15,0,1,2,0,0,Saints,76,-1,2,254,0.00,,,,
1513546,775553056,Premier Football Circuit Slow Sim,,Seahawks,SEA,Seattle,NFC,18,NFC West,0,27,Seahawks,3,81,5426,6929960,XDM_Dvrkkninja88,1,0,0,2025,767557632,0,0,1,279200000,46240000,232960000,417,14,191,8,608,8,770703367,0,NFC West,0,1,0,0,1,-1,268,30,218,18,486,29,11,25,1,0,17,17,13,7,0,1,1,0,1,Seahawks,81,0,2,255,0.50,,,,
1513517,775553057,Premier Football Circuit Slow Sim,,Steelers,PIT,Pittsburgh,AFC,13,AFC North,0,28,Steelers,1,81,15641886,0,PhoenixRising026,1,0,0,2025,766115840,1,0,0,279200000,29910000,249290000,285,6,355,29,640,12,770703361,0,AFC North,0,0,0,0,1,6,518,5,128,32,646,20,22,7,0,0,24,27,21,11,0,1,1,0,1,Steelers,81,0,2,1,0.50,,,,
1513522,775553058,Premier Football Circuit Slow Sim,,Texans,HOU,Houston,AFC,16,AFC South,0,31,Texans,1,82,135192,15401000,One_Blanket83,0,0,1,2025,766115840,0,0,0,279200000,42980000,236220000,498,23,296,25,794,28,770703362,0,AFC South,0,0,1,0,0,-3,496,7,219,17,715,12,25,11,0,0,26,24,23,12,0,1,1,0,1,Texans,82,-1,2,255,0.50,,,,
1513521,775553059,Premier Football Circuit Slow Sim,,Titans,TEN,Tennessee,AFC,17,AFC South,0,29,Titans,0,79,4494802,5426,barryblasto,1,0,0,2025,766115840,1,0,0,279200000,29160000,250040000,260,2,219,13,479,2,770703362,0,AFC South,0,0,1,0,0,-28,201,32,141,29,342,32,18,32,0,0,22,8,32,16,0,1,2,0,0,Titans,79,-1,2,254,0.00,,,,
1513534,775553060,Premier Football Circuit Slow Sim,,Vikings,MIN,Minnesota,NFC,18,NFC North,0,30,Vikes,0,86,5187203,16762415,Sir_Pondskum,0,0,1,2025,767557632,0,0,2,279200000,36790000,242410000,386,10,176,6,562,5,770703365,0,NFC North,0,1,0,0,1,14,451,15,179,24,630,23,9,15,1,0,15,22,1,1,0,1,0,0,2,Vikings,86,-1,2,2,1.00,,,,
