id,teamId,league,notes,displayName,abbrName,cityName,conferenceName,defScheme,divName,injuryCount,logoId,nickName,offScheme,ovrRating,primaryColor,secondaryColor,userName,awayLosses,awayTies,awayWins,calendarYear,conferenceId,confLosses,confTies,confWins,capRoom,capAvailable,capSpent,defPassYds,defPassYdsRank,defRushYds,defRushYdsRank,defTotalYds,defTotalYdsRank,divisionId,divLosses,divisionName,divTies,divWins,homeLosses,homeTies,homeWins,netPts,offPassYds,offPassYdsRank,offRushYds,offRushYdsRank,offTotalYds,offTotalYdsRank,ptsAgainstRank,ptsForRank,playoffStatus,prevRank,ptsAgainst,ptsFor,rank,seed,seasonIndex,stageIndex,totalLosses,totalTies,totalWins,teamName,teamOvr,tODiff,weekIndex,winLossStreak,winPct,trade_block_comments,logo,banner,footer_banner
1513523,775553036,Premier Football Circuit Slow Sim,,Colts,IND,Indianapolis,AFC,11,AFC South,0,9,Colts,2,85,78697,16777215,CodSnips4dayz,0,0,0,2025,766115840,0,0,1,279200000,21250000,257950000,125,12,168,28,293,16,770703362,0,AFC South,0,0,0,0,1,15,278,5,160,6,438,2,21,2,1,0,21,36,1,1,0,1,0,0,1,Colts,85,1,0,1,1.00,,,,
1513543,775553037,Premier Football Circuit Slow Sim,,Commanders,WAS,Washington,NFC,19,NFC East,0,25,Commanders,2,83,5903380,16758290,mossbornhydra,0,0,0,2025,767557632,1,0,0,279200000,27160000,252040000,324,32,75,15,399,29,770703364,1,NFC East,0,0,1,0,0,-13,215,10,143,9,358,9,30,10,0,0,35,22,19,12,0,1,1,0,0,Commanders,83,-1,0,255,0.00,,,,
1513540,775553038,Premier Football Circuit Slow Sim,,Cowboys,DAL,Dallas,NFC,11,NFC East,0,10,Cowboys,0,82,798338,11581372,TeddyBrosevelt21,1,0,0,2025,767557632,1,0,0,279200000,51630000,227570000,187,21,270,32,457,32,770703364,1,NFC East,0,0,0,0,0,-8,208,11,159,7,367,7,27,13,0,0,27,19,17,10,0,1,1,0,0,Cowboys,82,1,0,255,0.00,,,,
1513524,775553039,Premier Football Circuit Slow Sim,,Dolphins,MIA,Miami,AFC,11,AFC East,0,11,Phins,2,81,36503,16534530,VadaUK,1,0,0,2025,766115840,1,0,0,279200000,4390000,274810000,278,28,160,27,438,31,770703360,0,AFC East,0,0,0,0,0,-15,125,21,168,5,293,17,31,12,0,0,36,21,21,10,0,1,1,0,0,Dolphins,81,-1,0,255,0.00,,,,
1513541,775553040,Premier Football Circuit Slow Sim,,Eagles,PHI,Philadelphia,NFC,19,NFC East,0,12,Eagles,10,87,18513,10660525,YorFriendMarcus,0,0,0,2025,767557632,0,0,1,279200000,25760000,253440000,208,22,159,26,367,26,770703364,0,NFC East,0,1,0,0,1,8,187,12,270,1,457,1,20,7,1,0,19,27,5,6,0,1,0,0,1,Eagles,87,-1,0,1,1.00,,,,
1513536,775553041,Premier Football Circuit Slow Sim,,Falcons,ATL,Atlanta,NFC,13,NFC South,0,13,Falcons,0,82,10685741,0,ScringusKhan,0,0,0,2025,767557632,0,0,0,279200000,4920000,274280000,0,3,0,3,0,3,770703366,0,NFC South,0,0,0,0,0,0,0,30,0,30,0,30,3,30,0,0,0,0,25,14,0,1,0,0,0,Falcons,82,0,0,0,0.00,,,,
1513542,775553043,Premier Football Circuit Slow Sim,,Giants,NYG,New York,NFC,11,NFC East,0,15,G-Men,2,81,74578,10685741,rainyDay0_0,0,0,1,2025,767557632,0,0,1,279200000,19120000,260080000,215,23,143,24,358,24,770703364,0,NFC East,0,1,0,0,0,13,324,1,75,18,399,4,23,3,1,0,22,35,3,2,0,1,0,0,1,Giants,81,1,0,1,1.00,,,,
1513520,775553045,Premier Football Circuit Slow Sim,,Jaguars,JAX,Jacksonville,AFC,12,AFC South,0,16,Jags,0,81,25974,0,PokemonX9322,0,0,0,2025,766115840,0,0,0,279200000,28850000,250350000,0,4,0,4,0,4,770703362,0,AFC South,0,0,0,0,0,0,0,29,0,29,0,29,4,29,0,0,0,0,29,12,0,1,0,0,0,Jaguars,81,0,0,0,0.00,,,,
1513525,775553046,Premier Football Circuit Slow Sim,,Jets,NYJ,New York,AFC,19,AFC East,0,17,Jets,0,80,1136448,16777215,Chrisduke890,0,0,0,2025,766115840,0,0,0,279200000,33250000,245950000,0,5,0,5,0,5,770703360,0,AFC East,0,0,0,0,0,0,0,28,0,28,0,28,5,28,0,0,0,0,28,15,0,1,0,0,0,Jets,80,0,0,0,0.00,,,,
1513532,775553047,Premier Football Circuit Slow Sim,,Lions,DET,Detroit,NFC,13,NFC North,0,18,Lions,4,86,30390,11581372,BARTLEBEE,0,0,1,2025,767557632,0,0,1,279200000,45980000,233220000,173,17,117,20,290,15,770703365,0,NFC North,0,1,0,0,0,13,183,14,143,8,326,13,11,16,1,0,3,16,2,1,0,1,0,0,1,Lions,86,1,0,1,1.00,,,,
1513533,775553049,Premier Football Circuit Slow Sim,,Packers,GB,Green Bay,NFC,13,NFC North,0,19,Pack,0,85,1846565,15641886,TonelessS2E1,0,0,0,2025,767557632,1,0,0,279200000,46340000,232860000,183,19,143,25,326,20,770703365,1,NFC North,0,0,1,0,0,-13,173,16,117,13,290,18,17,22,0,0,16,3,20,11,0,1,1,0,0,Packers,85,-1,0,255,0.00,,,,
1513537,775553050,Premier Football Circuit Slow Sim,,Panthers,CAR,Carolina,NFC,11,NFC South,0,20,Panthers,10,79,34255,11711675,Keegan_Cwater,0,0,0,2025,767557632,0,0,0,279200000,49010000,230190000,0,6,0,6,0,6,770703366,0,NFC South,0,0,0,0,0,0,0,27,0,27,0,27,6,27,0,0,0,0,24,13,0,1,0,0,0,Panthers,79,0,0,0,0.00,,,,
1513526,775553051,Premier Football Circuit Slow Sim,,Patriots,NE,New England,AFC,13,AFC East,0,21,Pats,0,79,795456,13111342,YoungAntSavage7,0,0,0,2025,766115840,0,0,1,279200000,80840000,198360000,103,11,239,31,342,22,770703360,0,AFC East,0,0,0,0,1,7,135,19,121,12,256,19,13,15,1,0,10,17,8,3,0,1,0,0,1,Patriots,79,-1,0,1,1.00,,,,
1513528,775553052,Premier Football Circuit Slow Sim,,Raiders,LV,Las Vegas,AFC,19,AFC West,0,22,Raiders,3,78,10923696,0,99861f57b6c570ca,1,0,0,2025,766115840,1,0,0,279200000,46220000,232980000,135,14,121,21,256,14,770703363,0,AFC West,0,0,0,0,0,-7,103,22,239,2,342,11,19,20,0,0,17,10,16,8,0,1,1,0,0,Raiders,78,1,0,255,0.00,,,,
1513545,775553053,Premier Football Circuit Slow Sim,,Rams,LAR,Los Angeles,NFC,13,NFC West,0,23,Rams,1,85,13716,16765184,kikis12337,0,0,0,2025,767557632,0,0,0,279200000,15570000,263630000,0,7,0,7,0,7,770703367,0,NFC West,0,0,0,0,0,0,0,26,0,26,0,26,7,26,0,0,0,0,23,16,0,1,0,0,0,Rams,85,0,0,0,0.00,,,,
1513516,775553054,Premier Football Circuit Slow Sim,,Ravens,BAL,Baltimore,AFC,11,AFC North,0,24,Ravens,0,86,2364255,0,BillyMcDugal86,1,0,0,2025,766115840,1,0,0,279200000,32020000,247180000,304,31,105,18,409,30,770703361,0,AFC North,0,0,0,0,0,-3,282,4,69,20,351,10,28,6,1,0,30,27,12,6,0,1,1,0,0,Ravens,86,0,0,255,0.00,,,,
1513538,775553055,Premier Football Circuit Slow Sim,,Saints,NO,New Orleans,NFC,18,NFC South,0,26,Saints,2,76,13876365,0,Th3AlphaTTV,0,0,0,2025,767557632,1,0,0,279200000,28950000,250250000,223,24,170,29,393,28,770703366,0,NFC South,0,0,1,0,0,-25,251,6,83,17,334,12,32,19,1,0,37,12,22,4,0,1,1,0,0,Saints,76,-3,0,255,0.00,,,,
1513546,775553056,Premier Football Circuit Slow Sim,,Seahawks,SEA,Seattle,NFC,18,NFC West,0,27,Seahawks,3,81,5426,6929960,XDM_Dvrkkninja88,0,0,0,2025,767557632,0,0,1,279200000,48230000,230970000,127,13,110,19,237,13,770703367,0,NFC West,0,1,0,0,1,7,137,18,68,21,205,22,12,17,1,0,6,13,6,3,0,1,0,0,1,Seahawks,81,0,0,1,1.00,,,,
1513517,775553057,Premier Football Circuit Slow Sim,,Steelers,PIT,Pittsburgh,AFC,13,AFC North,0,28,Steelers,1,81,15641886,0,PhoenixRising026,0,0,0,2025,766115840,0,0,0,279200000,31180000,248020000,0,8,0,8,0,8,770703361,0,AFC North,0,0,0,0,0,0,0,25,0,25,0,25,8,25,0,0,0,0,32,11,0,1,0,0,0,Steelers,81,0,0,0,0.00,,,,
1513522,775553058,Premier Football Circuit Slow Sim,,Texans,HOU,Houston,AFC,16,AFC South,0,31,Texans,1,82,135192,15401000,One_Blanket83,0,0,0,2025,766115840,0,0,0,279200000,42980000,236220000,0,9,0,9,0,9,770703362,0,AFC South,0,0,0,0,0,0,0,24,0,24,0,24,9,24,0,0,0,0,31,14,0,1,0,0,0,Texans,82,0,0,0,0.00,,,,
1513521,775553059,Premier Football Circuit Slow Sim,,Titans,TEN,Tennessee,AFC,17,AFC South,0,29,Titans,0,78,4494802,5426,,0,0,0,2025,766115840,0,0,0,279200000,29160000,250040000,0,10,0,10,0,10,770703362,0,AFC South,0,0,0,0,0,0,0,23,0,23,0,23,10,23,0,0,0,0,30,13,0,1,0,0,0,Titans,78,0,0,0,0.00,,,,
1513534,775553060,Premier Football Circuit Slow Sim,,Vikings,MIN,Minnesota,NFC,18,NFC North,0,30,Vikes,0,86,5187203,16762415,Sir_Pondskum,0,0,1,2025,767557632,0,0,1,279200000,36790000,242410000,141,16,74,14,215,12,770703365,0,NFC North,0,1,0,0,0,4,228,8,88,16,316,15,16,14,1,0,13,17,9,7,0,1,0,0,1,Vikings,86,-2,0,1,1.00,,,,
